Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
-82.93,42.33,WINDSOR,6139520,1/4/2016,2016,1,4,-3.5,-6,-4.8,22.8,0,0,0,0,0,3,41
-82.93,42.33,WINDSOR,6139520,1/5/2016,2016,1,5,-1,-12.5,-6.8,24.8,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,1/6/2016,2016,1,6,3.5,-6,-1.3,19.3,0,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,1/7/2016,2016,1,7,7.5,-3.5,2,16,0,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,1/8/2016,2016,1,8,6.5,-2.5,2,16,0,6,0,6,0,,<31
-82.93,42.33,WINDSOR,6139520,1/9/2016,2016,1,9,11.5,3,7.3,10.7,0,9.8,2,11.8,0,20,32
-82.93,42.33,WINDSOR,6139520,1/10/2016,2016,1,10,-2,-4,-3,21,0,0,2.4,2.4,2,29,72
-82.93,42.33,WINDSOR,6139520,1/11/2016,2016,1,11,-2.5,-12,-7.3,25.3,0,0,10,10,4,26,46
-82.93,42.33,WINDSOR,6139520,1/12/2016,2016,1,12,-5.5,-10,-7.8,25.8,0,0,0,0,14,26,72
-82.93,42.33,WINDSOR,6139520,1/13/2016,2016,1,13,6.5,-11,-2.3,20.3,0,0,2.4,2.4,12,23,46
-82.93,42.33,WINDSOR,6139520,1/14/2016,2016,1,14,4.5,-10,-2.8,20.8,0,0,0,0,13,24,35
-82.93,42.33,WINDSOR,6139520,1/15/2016,2016,1,15,5.5,-4.5,0.5,17.5,0,7.2,0,7.2,9,19,41
-82.93,42.33,WINDSOR,6139520,1/16/2016,2016,1,16,1,-1,0,18,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,1/17/2016,2016,1,17,-6,-10,-8,26,0,0,0.2,0.2,0,,
-82.93,42.33,WINDSOR,6139520,1/18/2016,2016,1,18,-7,-12.5,-9.8,27.8,0,0,0.2,0.2,0,,
-82.93,42.33,WINDSOR,6139520,1/19/2016,2016,1,19,-3.5,-12.5,-8,26,0,0,0.2,0.2,0,,
-82.93,42.33,WINDSOR,6139520,1/20/2016,2016,1,20,-5,-10.5,-7.8,25.8,0,0,2.8,2.8,0,,
-82.93,42.33,WINDSOR,6139520,1/21/2016,2016,1,21,-3,-11,-7,25,0,0,0.6,0.6,3,,
-82.93,42.33,WINDSOR,6139520,1/22/2016,2016,1,22,-2,-5.5,-3.8,21.8,0,0,0,0,1,,
-82.93,42.33,WINDSOR,6139520,1/23/2016,2016,1,23,0,-6,-3,21,0,0,0,0,0,3,48
-82.93,42.33,WINDSOR,6139520,1/24/2016,2016,1,24,3,-8.5,-2.8,20.8,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,1/25/2016,2016,1,25,7,-3,2,16,0,1,0,1,0,20,43
-82.93,42.33,WINDSOR,6139520,1/26/2016,2016,1,26,3,1.5,2.3,15.7,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,1/27/2016,2016,1,27,3.5,-1,1.3,16.7,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,1/28/2016,2016,1,28,4.5,-2.5,1,17,0,0.4,0,0.4,0,,
-82.93,42.33,WINDSOR,6139520,1/29/2016,2016,1,29,3.5,-5,-0.8,18.8,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,1/30/2016,2016,1,30,10.5,-4.5,3,15,0,0,0,0,0,21,44
-82.93,42.33,WINDSOR,6139520,1/31/2016,2016,1,31,11,3,7,11,0,5.2,0,5.2,0,28,54
-82.93,42.33,WINDSOR,6139520,2/1/2016,2016,2,1,9,0,4.5,13.5,0,0,0,0,0,30,54
-82.93,42.33,WINDSOR,6139520,2/2/2016,2016,2,2,13,-3.5,4.8,13.2,0,12.4,0,12.4,0,10,48
-82.93,42.33,WINDSOR,6139520,2/3/2016,2016,2,3,15,2,8.5,9.5,0,0,0,0,0,23,72
-82.93,42.33,WINDSOR,6139520,2/4/2016,2016,2,4,2,0,1,17,0,0,2,2,0,,
-82.93,42.33,WINDSOR,6139520,2/5/2016,2016,2,5,4.5,-7,-1.3,19.3,0,0,0,0,1,,
-82.93,42.33,WINDSOR,6139520,2/6/2016,2016,2,6,5,-3.5,0.8,17.2,0,0,0,0,0,20,37
-82.93,42.33,WINDSOR,6139520,2/7/2016,2016,2,7,9,-1,4,14,0,0.4,0,0.4,0,20,44
-82.93,42.33,WINDSOR,6139520,2/8/2016,2016,2,8,5.5,3,4.3,13.7,0,0,2.8,2.8,0,,<31
-82.93,42.33,WINDSOR,6139520,2/9/2016,2016,2,9,0,-2,-1,19,0,0,3,3,3,29,43
-82.93,42.33,WINDSOR,6139520,2/10/2016,2016,2,10,-5,-7,-6,24,0,0,0.2,0.2,5,,
-82.93,42.33,WINDSOR,6139520,2/11/2016,2016,2,11,-5.5,-11.5,-8.5,26.5,0,0,0,0,5,32,46
-82.93,42.33,WINDSOR,6139520,2/12/2016,2016,2,12,-2,-10.5,-6.3,24.3,0,0,2,2,5,34,59
-82.93,42.33,WINDSOR,6139520,2/13/2016,2016,2,13,-8.5,-16,-12.3,30.3,0,0,0,0,6,32,48
-82.93,42.33,WINDSOR,6139520,2/14/2016,2016,2,14,-5,-17,-11,29,0,0,1.2,1.2,6,13,35
-82.93,42.33,WINDSOR,6139520,2/15/2016,2016,2,15,-1,-9,-5,23,0,0,0,0,7,,<31
-82.93,42.33,WINDSOR,6139520,2/16/2016,2016,2,16,0,-2,-1,19,0,0,1.8,1.8,6,,<31
-82.93,42.33,WINDSOR,6139520,2/17/2016,2016,2,17,1.5,-2.5,-0.5,18.5,0,0,0,0,8,33,33
-82.93,42.33,WINDSOR,6139520,2/18/2016,2016,2,18,6.5,-12,-2.8,20.8,0,0,0,0,6,14,37
-82.93,42.33,WINDSOR,6139520,2/19/2016,2016,2,19,16,-3,6.5,11.5,0,0,0,0,3,27,85
-82.93,42.33,WINDSOR,6139520,2/20/2016,2016,2,20,17,6.5,11.8,6.2,0,0,0,0,0,24,72
-82.93,42.33,WINDSOR,6139520,2/21/2016,2016,2,21,5.5,-1,2.3,15.7,0,0,0,0,0,3,41
-82.93,42.33,WINDSOR,6139520,2/22/2016,2016,2,22,2.5,-3,-0.3,18.3,0,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,2/23/2016,2016,2,23,5.5,-3.5,1,17,0,2.1,1.2,3.3,0,4,33
-82.93,42.33,WINDSOR,6139520,2/24/2016,2016,2,24,1.5,-0.5,0.5,17.5,0,20.1,7.4,27.5,0,,
-82.93,42.33,WINDSOR,6139520,2/25/2016,2016,2,25,1.5,-0.5,0.5,17.5,0,0,0.2,0.2,6,31,59
-82.93,42.33,WINDSOR,6139520,2/26/2016,2016,2,26,1.5,-5,-1.8,19.8,0,0,0,0,4,28,35
-82.93,42.33,WINDSOR,6139520,2/27/2016,2016,2,27,9,-2,3.5,14.5,0,0,0,0,3,23,65
-82.93,42.33,WINDSOR,6139520,2/28/2016,2016,2,28,17,3,10,8,0,6.2,0,6.2,0,,
-82.93,42.33,WINDSOR,6139520,2/29/2016,2016,2,29,10,0.5,5.3,12.7,0,0,1.4,1.4,0,23,67
-82.93,42.33,WINDSOR,6139520,3/1/2016,2016,3,1,0.5,-4.5,-2,20,0,3.8,4.1,7.9,1,31,52
-82.93,42.33,WINDSOR,6139520,3/2/2016,2016,3,2,-1,-7.5,-4.3,22.3,0,0,0,0,4,30,44
-82.93,42.33,WINDSOR,6139520,3/3/2016,2016,3,3,0,-8,-4,22,0,0,4.6,4.6,4,,<31
-82.93,42.33,WINDSOR,6139520,3/4/2016,2016,3,4,2.5,-4,-0.8,18.8,0,0,3.2,3.2,8,,<31
-82.93,42.33,WINDSOR,6139520,3/5/2016,2016,3,5,2,-3.5,-0.8,18.8,0,0,0.6,0.6,8,,<31
-82.93,42.33,WINDSOR,6139520,3/6/2016,2016,3,6,,,,,,,,,,21,44
-82.93,42.33,WINDSOR,6139520,3/7/2016,2016,3,7,,,,,,,,,,20,41
-82.93,42.33,WINDSOR,6139520,3/8/2016,2016,3,8,21,9,15,3,0,0.4,0,0.4,0,22,44
-82.93,42.33,WINDSOR,6139520,3/9/2016,2016,3,9,21.5,11,16.3,1.7,0,2,0,2,0,,<31
-82.93,42.33,WINDSOR,6139520,3/10/2016,2016,3,10,14.5,5.5,10,8,0,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,3/11/2016,2016,3,11,8,2.5,5.3,12.7,0,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,3/12/2016,2016,3,12,14.5,-2,6.3,11.7,0,3.8,0,3.8,0,,<31
-82.93,42.33,WINDSOR,6139520,3/13/2016,2016,3,13,11,5.5,8.3,9.7,0,25.1,0,25.1,0,9,43
-82.93,42.33,WINDSOR,6139520,3/14/2016,2016,3,14,17.5,5.5,11.5,6.5,0,0.6,0,0.6,0,,<31
-82.93,42.33,WINDSOR,6139520,3/15/2016,2016,3,15,10,5.5,7.8,10.2,0,5.5,0,5.5,0,7,32
-82.93,42.33,WINDSOR,6139520,3/16/2016,2016,3,16,16,5.5,10.8,7.2,0,0,0,0,0,24,83
-82.93,42.33,WINDSOR,6139520,3/17/2016,2016,3,17,14,6.5,10.3,7.7,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,3/18/2016,2016,3,18,8.5,0,4.3,13.7,0,0,0,0,0,4,37
-82.93,42.33,WINDSOR,6139520,3/19/2016,2016,3,19,5,-1.5,1.8,16.2,0,0,0,0,0,4,37
-82.93,42.33,WINDSOR,6139520,3/20/2016,2016,3,20,6,-2,2,16,0,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,3/21/2016,2016,3,21,8.5,-2,3.3,14.7,0,0,0,0,0,31,41
-82.93,42.33,WINDSOR,6139520,3/22/2016,2016,3,22,16.5,0,8.3,9.7,0,0,0,0,0,22,56
-82.93,42.33,WINDSOR,6139520,3/23/2016,2016,3,23,6.5,4.5,5.5,12.5,0,7.2,0,7.2,0,9,44
-82.93,42.33,WINDSOR,6139520,3/24/2016,2016,3,24,13,3,8,10,0,32.8,0,32.8,0,20,46
-82.93,42.33,WINDSOR,6139520,3/25/2016,2016,3,25,6,-1.5,2.3,15.7,0,0,0,0,0,32,41
-82.93,42.33,WINDSOR,6139520,3/26/2016,2016,3,26,7,-3,2,16,0,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,3/27/2016,2016,3,27,19,-1,9,9,0,31.4,0,31.4,0,22,61
-82.93,42.33,WINDSOR,6139520,3/28/2016,2016,3,28,9.5,6,7.8,10.2,0,0,0,0,0,29,67
-82.93,42.33,WINDSOR,6139520,3/29/2016,2016,3,29,9.5,0.5,5,13,0,0,0,0,0,5,32
-82.93,42.33,WINDSOR,6139520,3/30/2016,2016,3,30,16.5,-1,7.8,10.2,0,9.8,0,9.8,0,22,57
-82.93,42.33,WINDSOR,6139520,3/31/2016,2016,3,31,17,11.5,14.3,3.7,0,5,0,5,0,20,59
-82.93,42.33,WINDSOR,6139520,4/1/2016,2016,4,1,12,6.5,9.3,8.7,0,1,0,1,0,27,52
-82.93,42.33,WINDSOR,6139520,4/2/2016,2016,4,2,,,,,,,,,,,
-82.93,42.33,WINDSOR,6139520,4/3/2016,2016,4,3,,,,,,,,,,,
-82.93,42.33,WINDSOR,6139520,4/4/2016,2016,4,4,1,-1.5,-0.3,18.3,0,0,0,0,0,3,52
-82.93,42.33,WINDSOR,6139520,4/5/2016,2016,4,5,4.5,-6,-0.8,18.8,0,0,0.2,0.2,0,18,35
-82.93,42.33,WINDSOR,6139520,4/6/2016,2016,4,6,13,-2,5.5,12.5,0,5.8,0,5.8,0,20,56
-82.93,42.33,WINDSOR,6139520,4/7/2016,2016,4,7,5.5,3,4.3,13.7,0,1.2,0.8,2,0,,
-82.93,42.33,WINDSOR,6139520,4/8/2016,2016,4,8,8,-2.5,2.8,15.2,0,0,0.4,0.4,0,,
-82.93,42.33,WINDSOR,6139520,4/9/2016,2016,4,9,,,,,,,,,,,
-82.93,42.33,WINDSOR,6139520,4/10/2016,2016,4,10,,,,,,,,,,,
-82.93,42.33,WINDSOR,6139520,4/11/2016,2016,4,11,,,,,,,,,,32,52
-82.93,42.33,WINDSOR,6139520,4/12/2016,2016,4,12,,,,,,,,,,31,43
-82.93,42.33,WINDSOR,6139520,4/13/2016,2016,4,13,10,-0.5,4.8,13.2,0,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,4/14/2016,2016,4,14,13.5,0,6.8,11.2,0,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,4/15/2016,2016,4,15,19,3,11,7,0,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,4/16/2016,2016,4,16,22,5,13.5,4.5,0,0,0,0,0,9,32
-82.93,42.33,WINDSOR,6139520,4/17/2016,2016,4,17,24.5,4.5,14.5,3.5,0,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,4/18/2016,2016,4,18,27,6.5,16.8,1.2,0,0,0,0,0,1,33
-82.93,42.33,WINDSOR,6139520,4/19/2016,2016,4,19,15.5,6.5,11,7,0,0,0,0,0,6,39
-82.93,42.33,WINDSOR,6139520,4/20/2016,2016,4,20,17,4.5,10.8,7.2,0,2,0,2,0,11,35
-82.93,42.33,WINDSOR,6139520,4/21/2016,2016,4,21,17,9.5,13.3,4.7,0,1.4,0,1.4,0,20,41
-82.93,42.33,WINDSOR,6139520,4/22/2016,2016,4,22,17,9.5,13.3,4.7,0,0,0,0,0,36,43
-82.93,42.33,WINDSOR,6139520,4/23/2016,2016,4,23,13,3,8,10,0,0,0,0,0,3,43
-82.93,42.33,WINDSOR,6139520,4/24/2016,2016,4,24,18.5,1,9.8,8.2,0,0,0,0,0,16,32
-82.93,42.33,WINDSOR,6139520,4/25/2016,2016,4,25,21.5,7,14.3,3.7,0,11.8,0,11.8,0,32,52
-82.93,42.33,WINDSOR,6139520,4/26/2016,2016,4,26,11,8,9.5,8.5,0,0,0,0,0,3,37
-82.93,42.33,WINDSOR,6139520,4/27/2016,2016,4,27,14.5,3,8.8,9.2,0,2.2,0,2.2,0,5,39
-82.93,42.33,WINDSOR,6139520,4/28/2016,2016,4,28,10,5,7.5,10.5,0,2.8,0,2.8,0,8,44
-82.93,42.33,WINDSOR,6139520,4/29/2016,2016,4,29,10.5,5,7.8,10.2,0,0.8,0,0.8,0,,<31
-82.93,42.33,WINDSOR,6139520,4/30/2016,2016,4,30,12.5,3,7.8,10.2,0,16.6,0,16.6,0,9,35
-82.93,42.33,WINDSOR,6139520,5/1/2016,2016,5,1,12,8,10,8,0,9.2,0,9.2,0,7,37
-82.93,42.33,WINDSOR,6139520,5/2/2016,2016,5,2,13,7.5,10.3,7.7,0,0.2,0,0.2,0,9,35
-82.93,42.33,WINDSOR,6139520,5/3/2016,2016,5,3,18,4,11,7,0,0.4,0,0.4,0,20,32
-82.93,42.33,WINDSOR,6139520,5/4/2016,2016,5,4,17,10,13.5,4.5,0,11.6,0,11.6,0,13,44
-82.93,42.33,WINDSOR,6139520,5/5/2016,2016,5,5,18.5,6,12.3,5.7,0,0,0,0,0,4,50
-82.93,42.33,WINDSOR,6139520,5/6/2016,2016,5,6,22,6,14,4,0,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,5/7/2016,2016,5,7,23.5,10,16.8,1.2,0,0.2,0,0.2,0,4,41
-82.93,42.33,WINDSOR,6139520,5/8/2016,2016,5,8,20,4.5,12.3,5.7,0,0,0,0,0,30,37
-82.93,42.33,WINDSOR,6139520,5/9/2016,2016,5,9,17,4,10.5,7.5,0,0.4,0,0.4,0,,<31
-82.93,42.33,WINDSOR,6139520,5/10/2016,2016,5,10,14,8.5,11.3,6.7,0,3.8,0,3.8,0,9,35
-82.93,42.33,WINDSOR,6139520,5/11/2016,2016,5,11,20.5,10.5,15.5,2.5,0,0.2,0,0.2,0,,<31
-82.93,42.33,WINDSOR,6139520,5/12/2016,2016,5,12,26,11,18.5,0,0.5,0,0,0,0,28,48
-82.93,42.33,WINDSOR,6139520,5/13/2016,2016,5,13,21.5,13,17.3,0.7,0,6.6,0,6.6,0,28,44
-82.93,42.33,WINDSOR,6139520,5/14/2016,2016,5,14,11,7,9,9,0,1.8,1.4,3.2,0,30,56
-82.93,42.33,WINDSOR,6139520,5/15/2016,2016,5,15,13.5,1,7.3,10.7,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,5/16/2016,2016,5,16,20.5,4,12.3,5.7,0,1,0,1,0,26,65
-82.93,42.33,WINDSOR,6139520,5/17/2016,2016,5,17,17,10,13.5,4.5,0,0,0,0,0,4,32
-82.93,42.33,WINDSOR,6139520,5/18/2016,2016,5,18,19,6.5,12.8,5.2,0,0,0,0,0,4,33
-82.93,42.33,WINDSOR,6139520,5/19/2016,2016,5,19,21,5,13,5,0,0,0,0,0,7,33
-82.93,42.33,WINDSOR,6139520,5/20/2016,2016,5,20,21.5,6,13.8,4.2,0,0,0,0,0,15,35
-82.93,42.33,WINDSOR,6139520,5/21/2016,2016,5,21,21,13.5,17.3,0.7,0,0,0,0,0,3,32
-82.93,42.33,WINDSOR,6139520,5/22/2016,2016,5,22,21.5,9.5,15.5,2.5,0,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,5/23/2016,2016,5,23,25.5,6,15.8,2.2,0,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,5/24/2016,2016,5,24,30.5,10,20.3,0,2.3,0,0,0,0,22,35
-82.93,42.33,WINDSOR,6139520,5/25/2016,2016,5,25,31,17.5,24.3,0,6.3,1,0,1,0,22,46
-82.93,42.33,WINDSOR,6139520,5/26/2016,2016,5,26,30.5,20,25.3,0,7.3,0,0,0,0,18,44
-82.93,42.33,WINDSOR,6139520,5/27/2016,2016,5,27,30.5,19.5,25,0,7,0,0,0,0,19,37
-82.93,42.33,WINDSOR,6139520,5/28/2016,2016,5,28,32.5,18.5,25.5,0,7.5,0,0,0,0,18,54
-82.93,42.33,WINDSOR,6139520,5/29/2016,2016,5,29,31.5,20,25.8,0,7.8,0.2,0,0.2,0,22,52
-82.93,42.33,WINDSOR,6139520,5/30/2016,2016,5,30,29.5,17,23.3,0,5.3,0,0,0,0,27,33
-82.93,42.33,WINDSOR,6139520,5/31/2016,2016,5,31,26.5,15.5,21,0,3,0,0,0,0,5,33
-82.93,42.33,WINDSOR,6139520,6/1/2016,2016,6,1,29,14.5,21.8,0,3.8,0,0,0,0,11,33
-82.93,42.33,WINDSOR,6139520,6/2/2016,2016,6,2,30,16.5,23.3,0,5.3,0,0,0,0,27,43
-82.93,42.33,WINDSOR,6139520,6/3/2016,2016,6,3,27,14,20.5,0,2.5,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,6/4/2016,2016,6,4,28.5,15.5,22,0,4,8.8,0,8.8,0,13,37
-82.93,42.33,WINDSOR,6139520,6/5/2016,2016,6,5,25,18,21.5,0,3.5,0.6,0,0.6,0,28,67
-82.93,42.33,WINDSOR,6139520,6/6/2016,2016,6,6,28.5,16,22.3,0,4.3,0,0,0,0,30,54
-82.93,42.33,WINDSOR,6139520,6/7/2016,2016,6,7,21,13.5,17.3,0.7,0,0,0,0,0,32,56
-82.93,42.33,WINDSOR,6139520,6/8/2016,2016,6,8,21.5,9,15.3,2.7,0,0,0,0,0,28,50
-82.93,42.33,WINDSOR,6139520,6/9/2016,2016,6,9,25,10,17.5,0.5,0,0,0,0,0,26,32
-82.93,42.33,WINDSOR,6139520,6/10/2016,2016,6,10,30,16,23,0,5,0,0,0,0,22,32
-82.93,42.33,WINDSOR,6139520,6/11/2016,2016,6,11,35,20.5,27.8,0,9.8,0,0,0,0,27,52
-82.93,42.33,WINDSOR,6139520,6/12/2016,2016,6,12,26.5,15.5,21,0,3,0,0,0,0,36,48
-82.93,42.33,WINDSOR,6139520,6/13/2016,2016,6,13,22,10.5,16.3,1.7,0,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,6/14/2016,2016,6,14,25,16,20.5,0,2.5,0,0,0,0,13,33
-82.93,42.33,WINDSOR,6139520,6/15/2016,2016,6,15,30.5,17,23.8,0,5.8,1,0,1,0,19,37
-82.93,42.33,WINDSOR,6139520,6/16/2016,2016,6,16,25,18,21.5,0,3.5,3.6,0,3.6,0,28,39
-82.93,42.33,WINDSOR,6139520,6/17/2016,2016,6,17,30.5,15,22.8,0,4.8,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,6/18/2016,2016,6,18,32,14.5,23.3,0,5.3,0,0,0,1,,<31
-82.93,42.33,WINDSOR,6139520,6/19/2016,2016,6,19,33.5,17,25.3,0,7.3,0,0,0,0,22,39
-82.93,42.33,WINDSOR,6139520,6/20/2016,2016,6,20,34.5,23,28.8,0,10.8,0,0,0,0,25,63
-82.93,42.33,WINDSOR,6139520,6/21/2016,2016,6,21,29,14,21.5,0,3.5,0,0,0,0,28,48
-82.93,42.33,WINDSOR,6139520,6/22/2016,2016,6,22,26.5,18,22.3,0,4.3,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,6/23/2016,2016,6,23,25,19,22,0,4,0.6,0,0.6,0,,
-82.93,42.33,WINDSOR,6139520,6/24/2016,2016,6,24,28,13,20.5,0,2.5,0,0,0,0,9,33
-82.93,42.33,WINDSOR,6139520,6/25/2016,2016,6,25,30.5,14.5,22.5,0,4.5,0,0,0,0,12,32
-82.93,42.33,WINDSOR,6139520,6/26/2016,2016,6,26,34,19.5,26.8,0,8.8,0,0,0,0,22,48
-82.93,42.33,WINDSOR,6139520,6/27/2016,2016,6,27,35,21.5,28.3,0,10.3,0,0,0,0,29,50
-82.93,42.33,WINDSOR,6139520,6/28/2016,2016,6,28,23.5,18,20.8,0,2.8,0,0,0,0,33,41
-82.93,42.33,WINDSOR,6139520,6/29/2016,2016,6,29,27.5,11.5,19.5,0,1.5,0,0,0,0,14,33
-82.93,42.33,WINDSOR,6139520,6/30/2016,2016,6,30,29.5,14,21.8,0,3.8,8.8,0,8.8,0,20,37
-82.93,42.33,WINDSOR,6139520,7/1/2016,2016,7,1,25,17,21,0,3,0,0,0,0,33,48
-82.93,42.33,WINDSOR,6139520,7/2/2016,2016,7,2,26.5,13,19.8,0,1.8,0,0,0,0,23,32
-82.93,42.33,WINDSOR,6139520,7/3/2016,2016,7,3,27,13.5,20.3,0,2.3,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,7/4/2016,2016,7,4,28,13.5,20.8,0,2.8,0,0,0,0,12,33
-82.93,42.33,WINDSOR,6139520,7/5/2016,2016,7,5,32,21,26.5,0,8.5,0,0,0,0,22,39
-82.93,42.33,WINDSOR,6139520,7/6/2016,2016,7,6,31.5,21,26.3,0,8.3,1.2,0,1.2,0,20,44
-82.93,42.33,WINDSOR,6139520,7/7/2016,2016,7,7,32.5,21,26.8,0,8.8,26.4,0,26.4,0,24,52
-82.93,42.33,WINDSOR,6139520,7/8/2016,2016,7,8,31.5,19.5,25.5,0,7.5,0.4,0,0.4,0,26,52
-82.93,42.33,WINDSOR,6139520,7/9/2016,2016,7,9,26,19.5,22.8,0,4.8,0,0,0,0,30,37
-82.93,42.33,WINDSOR,6139520,7/10/2016,2016,7,10,29,18,23.5,0,5.5,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,7/11/2016,2016,7,11,31,19,25,0,7,0,0,0,0,19,35
-82.93,42.33,WINDSOR,6139520,7/12/2016,2016,7,12,33.5,22,27.8,0,9.8,2.4,0,2.4,0,28,61
-82.93,42.33,WINDSOR,6139520,7/13/2016,2016,7,13,33.5,22.5,28,0,10,6.8,0,6.8,0,21,37
-82.93,42.33,WINDSOR,6139520,7/14/2016,2016,7,14,31,21.5,26.3,0,8.3,0,0,0,0,23,44
-82.93,42.33,WINDSOR,6139520,7/15/2016,2016,7,15,28.5,20.5,24.5,0,6.5,0,0,0,0,25,48
-82.93,42.33,WINDSOR,6139520,7/16/2016,2016,7,16,24.5,18,21.3,0,3.3,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,7/17/2016,2016,7,17,30,16,23,0,5,5.8,0,5.8,0,,
-82.93,42.33,WINDSOR,6139520,7/18/2016,2016,7,18,31,22,26.5,0,8.5,0,0,0,0,28,78
-82.93,42.33,WINDSOR,6139520,7/19/2016,2016,7,19,27,16.5,21.8,0,3.8,0,0,0,0,5,37
-82.93,42.33,WINDSOR,6139520,7/20/2016,2016,7,20,31,14.5,22.8,0,4.8,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,7/21/2016,2016,7,21,34,21,27.5,0,9.5,0.4,0,0.4,0,23,46
-82.93,42.33,WINDSOR,6139520,7/22/2016,2016,7,22,36,23.5,29.8,0,11.8,0,0,0,0,25,41
-82.93,42.33,WINDSOR,6139520,7/23/2016,2016,7,23,35.5,23,29.3,0,11.3,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,7/24/2016,2016,7,24,30.5,22.5,26.5,0,8.5,2.6,0,2.6,0,25,37
-82.93,42.33,WINDSOR,6139520,7/25/2016,2016,7,25,34,24,29,0,11,0,0,0,0,24,52
-82.93,42.33,WINDSOR,6139520,7/26/2016,2016,7,26,30.5,19,24.8,0,6.8,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,7/27/2016,2016,7,27,33,20,26.5,0,8.5,0,0,0,0,20,33
-82.93,42.33,WINDSOR,6139520,7/28/2016,2016,7,28,29,21,25,0,7,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,7/29/2016,2016,7,29,28,20.5,24.3,0,6.3,1.8,0,1.8,0,5,32
-82.93,42.33,WINDSOR,6139520,7/30/2016,2016,7,30,26.5,21,23.8,0,5.8,3.2,0,3.2,0,,
-82.93,42.33,WINDSOR,6139520,7/31/2016,2016,7,31,29,19.5,24.3,0,6.3,9.6,0,9.6,0,,<31
-82.93,42.33,WINDSOR,6139520,8/1/2016,2016,8,1,30,18.5,24.3,0,6.3,0,0,0,0,,
-82.93,42.33,WINDSOR,6139520,8/2/2016,2016,8,2,30.5,20,25.3,0,7.3,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,8/3/2016,2016,8,3,32.5,18.5,25.5,0,7.5,0,0,0,0,14,33
-82.93,42.33,WINDSOR,6139520,8/4/2016,2016,8,4,34,19,26.5,0,8.5,0,0,0,0,16,35
-82.93,42.33,WINDSOR,6139520,8/5/2016,2016,8,5,32.5,23.5,28,0,10,3.4,0,3.4,0,27,50
-82.93,42.33,WINDSOR,6139520,8/6/2016,2016,8,6,29,20,24.5,0,6.5,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,8/7/2016,2016,8,7,29,19.5,24.3,0,6.3,0,0,0,0,5,41
-82.93,42.33,WINDSOR,6139520,8/8/2016,2016,8,8,28,17,22.5,0,4.5,0,0,0,0,5,32
-82.93,42.33,WINDSOR,6139520,8/9/2016,2016,8,9,31.5,19.5,25.5,0,7.5,0,0,0,0,,<31
-82.93,42.33,WINDSOR,6139520,8/10/2016,2016,8,10,34.5,21.5,28,0,10,0,0,0,0,17,32
-82.93,42.33,WINDSOR,6139520,8/11/2016,2016,8,11,34,24,29,0,11,12.6,0,12.6,0,,
-82.93,42.33,WINDSOR,6139520,8/12/2016,2016,8,12,35,26,30.5,0,12.5,7,0,7,0,22,48
-82.93,42.33,WINDSOR,6139520,8/13/2016,2016,8,13,,,,,,,,,,27,50
-82.93,42.33,WINDSOR,6139520,8/14/2016,2016,8,14,,,,,,,,,,,
